the-wall-black.html:30 -	time	id	type	x	y	below wall
the-wall-black.html:156 -	1000	21	2	94.62189054726372	21.3681592039801	false
the-wall-black.html:156 -	1000	22	2	55.034825870646785	80.64179104477611	true
the-wall-black.html:156 -	1000	23	2	133.12935323383084	5.228855721393035	false
the-wall-black.html:156 -	1000	24	2	10.587064676616915	8.935323383084576	false
the-wall-black.html:156 -	1000	25	2	127.6218905472637	30.96517412935323	false
the-wall-black.html:156 -	1000	26	2	144.27363184079607	64.77611940298507	false
the-wall-black.html:156 -	1000	27	2	19.099009900990094	11.371287128712869	false
the-wall-black.html:156 -	1000	28	2	96.01990049751242	5.378109452736317	false
the-wall-black.html:156 -	1000	29	2	4.731343283582091	27.17910447761193	false
the-wall-black.html:156 -	1000	30	2	67.04477611940302	13.950248756218903	false
the-wall-black.html:156 -	1000	31	2	10.340000000000002	61.96500000000002	false
the-wall-black.html:156 -	1000	32	2	22.945273631840802	39.74626865671643	false
the-wall-black.html:156 -	1000	33	2	40.23762376237624	49.891089108910904	false
the-wall-black.html:156 -	1000	34	2	27.099999999999987	55.30499999999998	false
